type,title,cast,release_year,listed_in,Plataforma,seasson_quantity,movie_duration
TV Show,The Healing Powers of Dude,"Jace Chapman, Larisa Oleynik, Tom Everett Scott, Steve Zahn, Mauricio Lara, Sophie Kim, Laurel Emory",2020,"Kids' TV, TV Comedies, TV Dramas",netflix,0,0
Movie,Betty White: First Lady of Television,"Betty White, Valerie Bertinelli, Georgia Engel, Tina Fey, Valerie Harper, Jennifer Love Hewitt, Carl Reiner, Ryan Reynolds, Alex Trebek",2018,Documentaries,netflix,0,56
Movie,Made in China,"Rajkummar Rao, Boman Irani, Mouni Roy, Sumeet Vyas, Paresh Rawal, Gajraj Rao, Manoj Joshi, Sanjay Goradia, Amyra Dastur, Chittaranjan Tripathi, Abhishek Banerjee",2019,"Comedies, Dramas, International Movies",netflix,0,128
TV Show,AJ and the Queen,"RuPaul Charles, Izzy G., Michael-Leon Wooley, Josh Segarra, Katerina Tannenbaum, Tia Carrere",2020,"TV Comedies, TV Dramas",netflix,0,0
TV Show,Giri / Haji,"Takehiro Hira, Kelly Macdonald, Yosuke Kubozuka, Will Sharpe, Aoi Okuyama, Masahiro Motoki, Yuko Nakamura, Mitsuko Oka, Anna Sawai, Charlie Creed-Miles",2019,"British TV Shows, Crime TV Shows, International TV Shows",netflix,0,0
TV Show,Harvey Street Kids,"Lauren Lapkus, Stephanie Lemelin, Kelly McCreary, Atticus Shaffer, Danny Pudi, Grey Griffin, Utkarsh Ambudkar, Roger Craig Smith",2020,"Kids' TV, TV Comedies",netflix,4,0
TV Show,Jamtara - Sabka Number Ayega,"Amit Sial, Dibyendu Bhattacharya, Aksha Pardhasany, Sparsh Shrivastava, Monika Panwar, Anshumaan Pushkar",2020,"Crime TV Shows, International TV Shows, TV Dramas",netflix,0,0
TV Show,Medical Police,"Erinn Hayes, Rob Huebel, Malin Akerman, Rob Corddry, Lake Bell, Sarayu Blue, Ken Marino, Fred Melamed, Tom Wright, Jason Schwartzman, Eric Nenninger, Megan Le, Beth Dover, Zandy Hartig, Brian Huskey, Michael Cera",2020,"Crime TV Shows, TV Action & Adventure, TV Comedies",netflix,0,0
Movie,Monsters: Dark Continent,"Johnny Harris, Sam Keeley, Joe Dempsie, Kyle Soller, Nicholas Pinnock, Parker Sawyers, Philip Arditti, Sofia Boutella",2014,"Action & Adventure, Dramas, Independent Movies",netflix,0,119
TV Show,The InBESTigators,"Abby Bergman, Anna Cooke, Aston Droomer, Jamil Smyth-Secka, James Saunders, Maria Angelico, Eliza Ong",2020,"Kids' TV, TV Comedies",netflix,2,0
TV Show,Until Dawn,"Ahmed Sylla, Alban Ivanov, Ornella Fleury, Natoo, Carlito, Mcfly, Djimo, Lola Dubini, Noom Diawara, Tania Dutel, Hakim Jemili, Jason Brokerss, Bérengère Krief, Thomas Vandenberghe, Monsieur Poulpe, Jhon Rachid, Audrey Pirault, Jeanfi Janssens, Fadily Camara, Laurie Peret, Issa Doumbia, Anne-Sophie Girard, Elhadj Gaye, Guillaume Bats",2020,"International TV Shows, Reality TV, TV Comedies",netflix,0,0
Movie,Bulletproof 2,"Faizon Love, Kirk Fox, Tony Todd, Pearl Thusi, Cassie Clare, Fiona Ramsey, Neels Clasen, Roxy Nel",2020,"Action & Adventure, Comedies",netflix,0,97
TV Show,Cheer,Sin dato,2020,"Docuseries, Reality TV, Teen TV Shows",netflix,0,0
Movie,A Ghost Story,"Casey Affleck, Rooney Mara, Liz Franke, Rob Zabrecky, Will Oldham, Sonia Acevedo",2017,"Dramas, Independent Movies",netflix,0,92
Movie,"Live Twice, Love Once","Oscar Martínez, Inma Cuesta, Mafalda Carbonell, Nacho López, Isabel Requena, Aina Clotet, Antonio Valero, María Zamora, Hugo Balaguer, Valeria Schoneveld",2020,"Comedies, Dramas, International Movies",netflix,0,102
TV Show,Dracula,"Claes Bang, Dolly Wells, John Heffernan",2020,"British TV Shows, International TV Shows, TV Dramas",netflix,0,0
Movie,All the Freckles in the World,"Hánssel Casillas, Loreto Peralta, Andrea Sutton, Luis De La Rosa, Alejandro Flores, Anajosé Aldrete, Daniel Haddad, Montserrat Marañón, Juan Carlos Viana Prieto, Hernán Del Riego",2020,"Comedies, International Movies, Romantic Movies",netflix,0,90
TV Show,Anne with an E,"Amybeth McNulty, Geraldine James, R.H. Thomson, Corrine Koslo, Dalila Bela, Lucas Jade Zumann, Aymeric Jett Montaz",2019,"International TV Shows, TV Dramas, Teen TV Shows",netflix,3,0
Movie,Half Girlfriend,"Arjun Kapoor, Shraddha Kapoor, Vikrant Massey, Seema Biswas, Rhea Chakraborty, Sujata Sehgal, Anisa Butt",2017,"Dramas, International Movies, Romantic Movies",netflix,0,129
TV Show,"Sex, Explained",Janelle Monáe,2020,"Docuseries, Science & Nature TV",netflix,0,0
TV Show,Thieves of the Wood,"Matteo Simoni, Tom Van Dyck, Stef Aerts, Anne-Laure Vandeputte, Jeroen Perceval, Charlotte Timmers, Dirk Roofthooft, Anemone Valcke",2019,"International TV Shows, TV Action & Adventure, TV Dramas",netflix,0,0
Movie,Aruna & Her Palate,"Dian Sastrowardoyo, Oka Antara, Hannah Al Rashid, Nicholas Saputra, Deddy Mahendra Desta, Ayu Azhari",2018,"Dramas, International Movies",netflix,0,106
TV Show,Because This Is My First Life,"Lee Min-ki, Jung So-min, Esom, Kim Ga-eun, Park Byung-eun, Kim Min-seok, Moon Hee-kyung, Kim Byung-ok, Kim Sun-young",2017,"International TV Shows, Korean TV Shows, Romantic TV Shows",netflix,0,0
TV Show,Border Security: America's Front Line,Sin dato,2018,"Crime TV Shows, International TV Shows, Reality TV",netflix,0,0
Movie,Breaking the Bank,"Kelsey Grammer, Tamsin Greig, John Michael Higgins, Mathew Horne, Pearce Quigley, Togo Igawa, Sonya Cassidy, Julie Dray, Danny Morgan, Andrew Sachs",2014,"Comedies, International Movies",netflix,0,105
TV Show,Cells at Work!,"Kana Hanazawa, Tomoaki Maeno, Daisuke Ono, Kikuko Inoue, Maria Naganawa, Takahiro Sakurai, Saori Hayami, Nobuhiko Okamoto, Yuichi Nakamura, Shoya Chiba, M・A・O, Ayako Kawasumi, Aya Endo, Hiroyuki Yoshino, Mamiko Noto",2018,"Anime Series, Teen TV Shows",netflix,0,0
TV Show,Chhota Bheem Kung Fu Dhamaka Series,"Pinky Pal Rajput, Sonal Kaushal, Julie Tejwani, Jigna Bharadhwaj, Shaily Dubey, Rajesh Kava, Ghanshyam Shukla, Anamaya Verma, Mohit Sinha, Vaibhav Thakkar",2019,Kids' TV,netflix,0,0
Movie,Garfield Gets Real,"Frank Welker, Wally Wingert, Gregg Berger, Jennifer Darling, Pat Fraley, Jason Marsden, Neil Ross, Audrey Wasilewski, Stephen Stanton, Greg Eagles",2007,"Children & Family Movies, Comedies",netflix,0,78
Movie,Garfield's Fun Fest,"Frank Welker, Tim Conway, Gregg Berger, Wally Wingert, Audrey Wasilewski, Fred Tatasciore, Stephen Stanton, Jennifer Darling, Neil Ross, Greg Eagles",2008,"Children & Family Movies, Comedies",netflix,0,79
Movie,Garfield's Pet Force,"Frank Welker, Vanessa Marshall, Gregg Berger, Wally Wingert, Audrey Wasilewski, Jason Marsden, Fred Tatasciore, Stephen Stanton, Jennifer Darling, Neil Ross, Greg Eagles, Cathy Cavadini, David Michie, Greg Finley",2009,"Children & Family Movies, Comedies",netflix,0,78
Movie,Ghost Stories,"Janhvi Kapoor, Sobhita Dhulipala, Sukant Goel, Gulshan Devaiah, Mrunal Thakur, Avinash Tiwary, Vijay Varma, Sagar Arya, Surekha Sikri, Pavail Gulati",2020,"Horror Movies, International Movies, Thrillers",netflix,0,145
Movie,Jeff Dunham: Unhinged in Hollywood,Jeff Dunham,2015,Stand-Up Comedy,netflix,0,71
Movie,Jimmy Neutron: Boy Genius,"Debi Derryberry, Jeffrey Garcia, Rob Paulsen, Megan Cavanagh, Mark DeCarlo, Carolyn Lawrence, Andrea Martin, Candi Milo, Crystal Scales, Martin Short, Patrick Stewart, Jim Cummings",2001,"Children & Family Movies, Comedies, Sci-Fi & Fantasy",netflix,0,83
TV Show,Live Up To Your Name,"Kim Nam-gil, Kim Ah-joong, Yoo Min-kyu, Moon Ga-young, Yun Ju-sang, Um Hyo-sup, An Seok-hwan, Lee Dae-yeon, Oh Dae-whan",2017,"International TV Shows, Korean TV Shows, Romantic TV Shows",netflix,0,0
Movie,Luccas Neto in: Children's Day,"Luccas Neto, Vivian Duarte, Giobanna Alparone, Jéssica Diehl",2019,"Children & Family Movies, Comedies, Music & Musicals",netflix,0,81
TV Show,Messiah,"Michelle Monaghan, Mehdi Dehbi, John Ortiz, Tomer Sisley, Melinda Page Hamilton, Stefania LaVie Owen, Sayyid El Alami, Jane Adams, Wil Traval, Fares Landoulsi",2020,"TV Dramas, TV Thrillers",netflix,0,0
TV Show,Mia and Me,"Rosabell Laurenti Sellers, Adrian Moore, Saphia Stoney, Josephine Benini, Andrew Craig, Tajja Isen, Rod Wilson, Linda Ballantyne, Jonathan Wilson, Elizabeth Hanna, Norma Dell'Agnese",2017,Kids' TV,netflix,2,0
TV Show,"Nisman: The Prosecutor, the President, and the Spy",Sin dato,2020,"Crime TV Shows, Docuseries, International TV Shows",netflix,0,0
Movie,Pan's Labyrinth,"Ivana Baquero, Sergi López, Maribel Verdú, Doug Jones, Ariadna Gil, Álex Angulo, Manolo Solo, César Vea, Roger Casamajor, Sergi Lopez",2006,"Dramas, International Movies, Sci-Fi & Fantasy",netflix,0,119
Movie,Pokémon the Movie: Power of Us,"Gim Yeong-seon, Ikue Otani, O Inseong, I Sen-ho, Jeong-shin Woo, Sarah Natochenny",2018,"Anime Features, Children & Family Movies",netflix,0,98
Movie,Posesif,"Putri Marino, Adipati Dolken, Gritte Agatha, Chicco Kurniawan, Yayu Unru, Cut Mini Theo, Ismail Basbeth, Maulidina K. Putri",2017,"Dramas, International Movies, Romantic Movies",netflix,0,102
TV Show,Reply 1988,"Lee Hye-ri, Park Bo-gum, Ryu Jun-yeol, Ko Kyoung-pyo, Lee Dong-hwi, Ryu Hye-young, Sung Dong-il, Lee Il-hwa",2015,"International TV Shows, Korean TV Shows, Romantic TV Shows",netflix,0,0
Movie,Riot,"Matthew Reese, Dolph Lundgren, Danielle Chuchran, Chuck Liddell, Michael Flynn, Renny Grames, Eve Mauro, Melanie Stone, Michaela McAllister, Amy Sturdivant",2015,Action & Adventure,netflix,0,88
Movie,Road Trip: Beer Pong,"Nestor Aaron Absera, Julianna Guill, Preston Jones, Julia Levy-Boeken, Danny Pudi, Michael Trotter, Daniel Newman, DJ Qualls",2009,Comedies,netflix,0,97
TV Show,Save Me,"Taecyeon, Seo Ye-ji, Cho Seong-ha, Woo Do‑hwan, Son Byung-ho, Kim Kwang-gyoo, Yun Yoo-sun, Park Ji-young, Jeong Hae-gyoon, Jang Hyeok-jin",2017,"International TV Shows, Korean TV Shows, TV Dramas",netflix,0,0
TV Show,Spinning Out,"Kaya Scodelario, January Jones, Will Kemp, Willow Shields, Evan Roderick, David James Elliott, Sarah Wright Olsen, Svetlana Efremova, Amanda Zhou, Mitchell Edwards, Kaitlyn Leeb, Johnny Weir",2020,TV Dramas,netflix,0,0
TV Show,The Bride of Habaek,"Shin Sae-kyeong, Nam Joo-hyuk, Lim Ju-hwan, Krystal Jung, Gong Myoung, Lee Gyoung-young, Yang Dong-geun",2017,"International TV Shows, Korean TV Shows, Romantic TV Shows",netflix,0,0
Movie,Aaviri,"Ravi Babu, Neha Chauhan, Sri Muktha, Bharani Shankar, Mukhtar Khan, Priya",2019,"Horror Movies, International Movies, Thrillers",netflix,0,110
Movie,Albert Pinto Ko Gussa Kyun Aata Hai?,"Nandita Das, Manav Kaul, Saurabh Shukla, Kishore Kadam, Omkar Das Manikpuri, Amarjeet Amle, Yusuf Hussain, Sushma Bakshi",2019,"Dramas, Independent Movies, International Movies",netflix,0,85
TV Show,ARASHI's Diary -Voyage-,Arashi,2019,"Docuseries, International TV Shows",netflix,0,0
Movie,Benchwarmers 2: Breaking Balls,"Chris Klein, Jon Lovitz, Chelsey Reist, Lochlyn Munro, Liam Hughes, Jill Morrison, Zak Santiago, Garfield Wilson, Jonathan Silverman",2019,"Comedies, Sports Movies",netflix,0,90
Movie,How High 2,"Lil Yachty, D.C. Young Fly, Alyssa Goss, DeRay Davis, Mary Lynn Rajskub, Blac Youngsta, Lil Baby, NeNe Leakes, Mike Epps, Al Shearer",2019,Comedies,netflix,0,89
TV Show,Occupied,"Henrik Mestad, Ane Dahl Torp, Ingeborga Dapkunaite, Eldar Skar, Ragnhild Gudbrandsen, Kristin Braut-Solheim",2019,"International TV Shows, TV Dramas, TV Thrillers",netflix,3,0
TV Show,Pucca: Love Recipe,"Jeonghwa Yang, Yongwoo Shin, Doug Erholtz, Melissa Fahn, Karen Strassman, Kirk Thornton, Spike Spencer",2018,"Kids' TV, Korean TV Shows",netflix,0,0
TV Show,Rainbow Ruby,"Alyssya Swales, Shannon Chan-Kent, Brian Drummond, Olivia Charles, Kate Higgins, Johnny Yong Bosch",2016,Kids' TV,netflix,0,0
TV Show,Robot Trains,"Bill Rogers, Carrie Savage, Ken Spassione, Angela Mulligan, Mark Szabo, Daniel J. Edwards, Mike Pollock, Anthony Salerno",2018,"Kids' TV, Korean TV Shows",netflix,2,0
TV Show,The Degenerates,"Big Jay Oakerson, Brad Williams, Yamaneika Saunders, Liza  Treyger, Joey Diaz, Christina Pazsitzky",2019,"Stand-Up Comedy & Talk Shows, TV Comedies",netflix,2,0
TV Show,Yanxi Palace: Princess Adventures,"Wang Herun, Wang Yizhe, Wang Yuwei, Xu Xiaonuo, Wu Jinyan, Nie Yuan",2019,"International TV Shows, TV Dramas",netflix,0,0
TV Show,The Disastrous Life of Saiki K.: Reawakened,"Hiroshi Kamiya, Daisuke Ono, Nobunaga Shimazaki, Satoshi Hino, Natsuki Hanae, Ai Kayano, Yukari Tamura, Maaya Uchida, Yoshimasa Hosoya, Masaya Matsukaze, Tomoaki Maeno, Kenji Nojima, Mitsuo Iwata, Rikako Aikawa, Yuki Kaji, Eri Kitamura, M・A・O, Kensho Ono, Kohsuke Toriumi, Nao Toyama",2019,"Anime Series, International TV Shows",netflix,0,0
Movie,Hot Gimmick: Girl Meets Boy,"Miona Hori, Hiroya Shimizu, Shotaro Mamiya, Mizuki Itagaki, Hiyori Sakurada, Kaisei Kamimura, Ai Yoshikawa, Ryohei Shima, Asuka Kurosawa, Kazuya Takahashi, Takashi Sorimachi, Riho Yoshioka",2019,"Dramas, International Movies",netflix,0,120
Movie,Blitz Patrollie,"Joey Rasdien, David Kau, David Kibuuka, Chris Forrest, Santhiran Moonsamy, Quentin Krog, Kaseran Pillay, Mabutho Sithole, Mel Miller, Kagiso Lediga, Craig Urbani",2013,"Action & Adventure, Comedies, International Movies",netflix,0,102
Movie,"El Pepe, a Supreme Life","José Mujica, Emir Kusturica",2018,"Documentaries, International Movies",netflix,0,73
TV Show,Kevin Hart: Don’t F**k This Up,Sin dato,2019,Docuseries,netflix,0,0
Movie,The Vendor,"Odunlade Adekola, Jide Kosoko, Adunni Ade, Eniola Ajao, Ireti Osayemi, Kayode Olaseinde, Tunde Bernard, Bolaji Amusan",2018,"Comedies, International Movies",netflix,0,103
Movie,The App,"Vincenzo Crea, Jessica Cressy, Greta Scarano, Maya Sansa, Abel Ferrara, Anita Kravos",2019,"Dramas, Independent Movies, International Movies",netflix,0,79
TV Show,The Bonfire of Destiny,"Audrey Fleurot, Julie de Bona, Camille Lou, Gilbert Melki, Josiane Balasko, Antoine Duléry, Florence Pernel, Théo Fernandez, Victor Meutelet, François-David Cardonnel, Stéphane Guillon, Aurélien Wiik, Gilles Cohen",2019,"International TV Shows, TV Dramas",netflix,0,0
TV Show,You,"Penn Badgley, Elizabeth Lail, Shay Mitchell, John Stamos, Luca Padovan, Zach Cherry",2019,"Crime TV Shows, Romantic TV Shows, TV Dramas",netflix,2,0
Movie,Doom: Annihilation,"Amy Manson, Dominic Mafham, Luke Allen-Gale, James Weber Brown, Clayton Adams, Nina Bergman, Amer Chadha-Patel, Gavin Brocker, Chidi Ajufo, Hari Dhillon, Katrina Nare",2019,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy",netflix,0,97
Movie,Fireworks,"Yuki Kaji, Nobuo Tobita, Michiko Neya, Mitsuru Miyamoto, Fumihiko Tachiki, Shintaro Asanuma, Takahiro Sakurai, Kana Hanazawa, Toshiyuki Toyonaga, Suzu Hirose, Shinichiro Miki, Mamoru Miyano, Takako Matsu, Masaki Suda",2017,"Anime Features, Romantic Movies",netflix,0,91
Movie,Grand-Daddy Day Care,"Danny Trejo, Reno Wilson, Margaret Avery, Barry Bostwick, Julia Duffy, Anthony Gonzalez, Linda Gray, James Hong, Hal Linden, Alec Mapa",2019,"Children & Family Movies, Comedies",netflix,0,96
Movie,Jarhead: Law of Return,"Amaury Nolasco, Devon Sawa, Robert Patrick, Jeff Pierre, Ben Cross, Amos Tamam, Yael Eitan, Tsahi Halevi",2019,"Action & Adventure, Dramas",netflix,0,103
Movie,MFKZ,"Kenn Michael, Vince Staples, Dino Andrade, Michael Chiklis, Giancarlo Esposito, Jorge Gutierrez, Dascha Polanco, RZA, Danny Trejo, Antonio Alvarez",2017,"Action & Adventure, Comedies, International Movies",netflix,0,95
Movie,Sweetheart,"Kiersey Clemons, Emory Cohen, Hanna Mangan Lawrence, Andrew Crawford, Benedict Samuel",2019,"Horror Movies, Sci-Fi & Fantasy, Thrillers",netflix,0,83
TV Show,CAROLE & TUESDAY,"Miyuri Shimabukuro, Kana Ichinose, Akio Otsuka, Miyu Irino, Sumire Uesaka, Hiroshi Kamiya, Mamoru Miyano, Kenyu Horiuchi, Tomoko Miyadera, Takahiro Sakurai, Maaya Sakamoto, Hiroki Yasumoto",2019,"Anime Series, International TV Shows, Teen TV Shows",netflix,2,0
Movie,Como caído del cielo,"Omar Chaparro, Ana Claudia Talancón, Stephanie Cayo, Yare Santana, Angélica María, Manuel 'Flaco' Ibáñez, Laura De Ita",2019,"Comedies, International Movies, Music & Musicals",netflix,0,117
Movie,John Mulaney & The Sack Lunch Bunch,"John Mulaney, Alexander Bello, Tyler Bourke, Ava Briglia, Cordelia Comando, Camille De La Cruz, Oriah Elgrabli, Jake Ryan Flynn, Orson Hong, Isabella Iannelli, Jacob Laval, Suri Marrero, Zell Steele Morrow, Jonah Mussolino, Lexi Perkel, Linder Sutton",2019,"Children & Family Movies, Comedies",netflix,0,70
TV Show,Lost in Space,"Molly Parker, Toby Stephens, Max Jenkins, Taylor Russell, Mina Sundwall, Parker Posey, Ignacio Serricchio",2019,"TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy",netflix,2,0
Movie,Jacob's Ladder,"Michael Ealy, Jesse Williams, Nicole Beharie, Guy Burnet, Joseph Sikora, Karla Souza, Ritchie Coster, Jon Eyez",2019,Thrillers,netflix,0,90
TV Show,Private Practice,"Kate Walsh, Tim Daly, Audra McDonald, Paul Adelstein, Taye Diggs, Amy Brenneman, KaDee Strickland, Chris Lowell, Brian Benben",2012,"TV Comedies, TV Dramas",netflix,6,0
Movie,Back of the Net,"Sofia Wylie, Tiarnie Coupland, Trae Robin, Gemma Chua-Tran, Ashleigh Ross, Yasmin Honeychurch, Raj Labade, Christopher Kirby, Melissa Bonne, Kate Box",2019,"Children & Family Movies, Sports Movies",netflix,0,86
Movie,Lost in London,"Ime Bishop Umoh, Alexx Ekubo, Stanley Chibunna, Ella Betts, Adi Lev, Kemi Olofinmakin",2017,"Comedies, International Movies",netflix,0,86
TV Show,Agent,"Khumbulani Kay Sibiya, Sisanda Henna, Tarynn Wyngaard, Anthony Oseyemi, Virgile Bramly, Manie Malone, Yannick Konnan, Vinaya Sungkur, Michaella Russell, Thabo Malema",2019,"International TV Shows, TV Dramas",netflix,0,0
Movie,Being Mrs Elliot,"Omoni Oboli, Majid Michel, Ayo Makun, Uru Eke, Ime Bishop Umoh, Lepacious Bose, Seun Akindele, Sylvia Oluchy, Chika Chukwu",2014,"Dramas, International Movies, Romantic Movies",netflix,0,113
Movie,Falz Experience,"Falz, Adunni Ade, Bisola Aiyeola, Frank Donga",2018,"International Movies, Music & Musicals",netflix,0,82
Movie,Iyore,"Rita Dominic, Joseph Benjamin, Okawa Shaznay, Paul Obazele, Yemi Blaq, Bukky Wright",2015,"Dramas, International Movies, Romantic Movies",netflix,0,141
Movie,The First Lady,"Omoni Oboli, Alexx Ekubo, Chinedu Ikedieze, Joseph Benjamin, Yvonne Jegede, Anthony Monjaro, Taiwo Familoni, Jude Chukwuka, Emilyn Johnson-Ekpo, Udoka Oyeka",2015,"Dramas, International Movies",netflix,0,107
Movie,The Two Popes,"Anthony Hopkins, Jonathan Pryce, Juan Minujín",2019,Dramas,netflix,0,126
TV Show,The Witcher,"Henry Cavill, Anya Chalotra, Freya Allan, Jodhi May, MyAnna Buring, Joey Batey, Eamon Farren, Mimi Ndiweni, Björn Hlynur Haraldsson, Adam Levy, Lars Mikkelsen, Royce Pierreson, Wilson Radjou-Pujalte, Anna Shaffer",2019,"International TV Shows, TV Action & Adventure, TV Dramas",netflix,0,0
Movie,After the Raid,Sin dato,2019,"Documentaries, International Movies",netflix,0,25
TV Show,Twice Upon A Time,"Gaspard Ulliel, Freya Mavor",2019,"International TV Shows, Romantic TV Shows, TV Dramas",netflix,0,0
TV Show,Ultraviolet,"Marta Nieradkiewicz, Sebastian Fabijański, Agata Kulesza, Bartłomiej Topa, Magdalena Czerwińska, Michał Żurawski, Marek Kalita, Paulina Chapko, Karolina Chapko, Viet Anh Do",2019,"Crime TV Shows, International TV Shows, TV Dramas",netflix,2,0
TV Show,Don't F**k with Cats: Hunting an Internet Killer,Sin dato,2019,"Crime TV Shows, Docuseries",netflix,0,0
TV Show,Soundtrack,"Paul James, Callie Hernandez, Marianne Jean-Baptiste, Jenna Dewan, Jahmil French, Megan Ferguson, Madeleine Stowe, Campbell Scott, Isaiah Givens",2019,"Romantic TV Shows, TV Dramas",netflix,0,0
Movie,Ronny Chieng: Asian Comedian Destroys America!,Ronny Chieng,2019,Stand-Up Comedy,netflix,0,63
Movie,"Sincerely Yours, Dhaka","Mostafizur Noor Imran, Orchita Sporshia, Allen Shubhro, Shamol Mawla, Sarder Saniat Hossain, Manoj Kumar Pramanik, Trapa Majumder, Intekhab Dinar, Iresh Zaker, Lutfur Rahman George",2018,"Comedies, Dramas, Independent Movies",netflix,0,136
Movie,The Danish Girl,"Eddie Redmayne, Alicia Vikander, Ben Whishaw, Sebastian Koch, Amber Heard, Matthias Schoenaerts, Pip Torrens, Nicholas Woodeson, Emerald Fennell, Adrian Schiller",2015,"Dramas, Independent Movies, International Movies",netflix,0,120
Movie,Bangistan,"Riteish Deshmukh, Pulkit Samrat, Kumud Mishra, Chandan Roy Sanyal, Arya Babbar, Shivkumar Subramaniam, Tom Alter, Jacqueline Fernandez",2015,"Comedies, Dramas, International Movies",netflix,0,134
TV Show,Cinderella and the Four Knights,"Jung Il-woo, Ahn Jae-hyeon, Park So-dam, Lee Jung-shin, Kim Yong-geon, Choi Min, Son Na-eun",2016,"International TV Shows, Korean TV Shows, Romantic TV Shows",netflix,0,0
TV Show,Cocomong,"Jung Sun-hye, Yang Jeong-hwa, Kim Jang, Ryoo Jeom-hee, Hong Bum-ki, Shin Yong-woo",2015,"Kids' TV, Korean TV Shows",netflix,2,0
